parcel_id,apprlnd,apprbld,apprtot,landuse,school,pclass,staddr,usps_city,taxdesi,area_a,rooms,baths,bedrms,nostory,yearblt,proptyp,point_x,point_y,source_year,taxdist_code,staddr_norm,stories_x_sqft,sqft_prev,delta_sqft
068-000127,107000.0,217200.0,324200.0,510,2509,R,7663 ASDEN CT,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,1738.0,7,2,3,10.0,1997.0,,1885037.50591,720547.187137,2024,068,7663 ASDEN COURT,17380.0,1738.0,0.0
068-000125,107000.0,205000.0,312000.0,510,2509,R,7806 ASTRA CR,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,1821.0,5,2,3,10.0,1996.0,,1885077.47999,720960.789492,2024,068,7806 ASTRA CR,18210.0,1821.0,0.0
068-000126,107000.0,264600.0,371600.0,510,2509,R,7666 ASDEN CT,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,2233.0,8,3,4,20.0,1996.0,,1885068.05128,720836.498402,2024,068,7666 ASDEN COURT,44660.0,2233.0,0.0
068-000132,107000.0,228500.0,335500.0,510,2509,R,7785 ASTRA CR,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,2212.0,8,2,4,20.0,1996.0,,1885292.72111,720562.397491,2024,068,7785 ASTRA CR,44240.0,2212.0,0.0
068-000131,107000.0,220300.0,327300.0,510,2509,R,7781 ASTRA CR,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,2062.0,8,2,4,20.0,1996.0,,1885362.39904,720542.636621,2024,068,7781 ASTRA CR,41240.0,2062.0,0.0
068-000130,107000.0,204100.0,311100.0,510,2509,R,7782 ASTRA CR,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,1796.0,6,2,3,10.0,1997.0,,1885323.19636,720337.153929,2024,068,7782 ASTRA CR,17960.0,1796.0,0.0
068-000129,107000.0,242000.0,349000.0,510,2509,R,7786 ASTRA CR,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,1998.0,8,2,4,20.0,1996.0,,1885253.12268,720340.142768,2024,068,7786 ASTRA CR,39960.0,1998.0,0.0
170-004958,200000.0,411800.0,611800.0,599,2506,R,3013 SOUDER DR,Columbus,JEFFERSON TOWNSHIP,2300.0,7,3,3,10.0,2023.0,,1874710.75245,734987.453942,2024,170,3013 SOUDER DRIVE,23000.0,,
170-004954,7700.0,0.0,7700.0,510,2506,R,2691 FIELDWIN DR,Blacklick,JEFFERSON TOWNSHIP,2540.0,7,2,4,20.0,2023.0,,1893066.01224,744625.923428,2024,170,2691 FIELDWIN DRIVE,50800.0,,
170-004955,6100.0,0.0,6100.0,510,2506,R,2697 FIELDWIN DR,Blacklick,JEFFERSON TOWNSHIP,2725.0,8,2,4,20.0,2023.0,,1893069.61131,744681.357209,2024,170,2697 FIELDWIN DRIVE,54500.0,2725.0,0.0
171-000701,78800.0,184700.0,263500.0,510,4505,R,1122 STREAMSIDE DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1206.0,7,2,3,10.0,2003.0,,1886323.88457,731605.99663,2024,171,1122 STREAMSIDE DRIVE,12060.0,1206.0,0.0
171-000700,78800.0,273600.0,352400.0,510,4505,R,1128 STREAMSIDE DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1877.0,7,3,3,20.0,2003.0,,1886327.7297,731665.878811,2024,171,1128 STREAMSIDE DRIVE,37540.0,1877.0,0.0
171-000699,78800.0,253100.0,331900.0,510,4505,R,1136 STREAMSIDE DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1640.0,6,2,3,20.0,2003.0,,1886331.62446,731725.725722,2024,171,1136 STREAMSIDE DRIVE,32800.0,1640.0,0.0
170-004957,200000.0,0.0,200000.0,500,2506,R,SOUDER DR,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1874706.55831,734927.726372,2024,170,SOUDER DRIVE,,,
170-004959,200000.0,298800.0,498800.0,599,2506,R,3021 SOUDER DR,Columbus,JEFFERSON TOWNSHIP,2220.0,7,3,3,10.0,2023.0,,1874714.90516,735047.204889,2024,170,3021 SOUDER DRIVE,22200.0,,
170-004960,200000.0,210300.0,410300.0,599,2506,R,3029 SOUDER DR,Columbus,JEFFERSON TOWNSHIP,2199.0,7,3,3,10.0,2023.0,,1874719.05746,735106.955836,2024,170,3029 SOUDER DRIVE,21990.0,,
170-004961,200000.0,0.0,200000.0,500,2506,R,SOUDER DR,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1874723.20977,735166.706783,2024,170,SOUDER DRIVE,,,
171-000702,78800.0,241300.0,320100.0,510,4505,R,1121 STREAMSIDE DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1768.0,6,2,3,10.0,2005.0,,1886154.27902,731616.906222,2024,171,1121 STREAMSIDE DRIVE,17680.0,1768.0,0.0
170-004966,200000.0,0.0,200000.0,500,2506,R,3077 SOUDER DR,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1874744.01148,735465.47587,2024,170,3077 SOUDER DRIVE,,,
170-004962,200000.0,0.0,200000.0,500,2506,R,3045 SOUDER DR,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1874727.36207,735226.457729,2024,170,3045 SOUDER DRIVE,,,
170-004963,200000.0,0.0,200000.0,500,2506,R,3053 SOUDER DR,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1874731.51479,735286.208676,2024,170,3053 SOUDER DRIVE,,,
170-004964,200000.0,0.0,200000.0,500,2506,R,3061 SOUDER DR,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1874735.6675,735345.959623,2024,170,3061 SOUDER DRIVE,,,
175-288473,2300.0,0.0,2300.0,510,4505,R,7852 ASHENDEN DR,Blacklick,JEFFERSON TWP-COLS-LICKING,1176.0,5,2,3,10.0,2011.0,,1885050.60504,731203.937477,2024,175,7852 ASHENDEN DRIVE,11760.0,1176.0,0.0
175-288472,3800.0,0.0,3800.0,510,4505,R,7840 ASHENDEN DR,Blacklick,JEFFERSON TWP-COLS-LICKING,2282.0,8,2,3,20.0,2011.0,,1884989.34819,731207.218721,2024,175,7840 ASHENDEN DRIVE,45640.0,2282.0,0.0
175-288471,3900.0,0.0,3900.0,510,4505,R,7828 ASHENDEN DR,Blacklick,JEFFERSON TWP-COLS-LICKING,1966.0,7,2,3,20.0,2011.0,,1884950.55849,731259.797356,2024,175,7828 ASHENDEN DRIVE,39320.0,1966.0,0.0
068-000109,107000.0,185900.0,292900.0,510,2509,R,7850 ASTRA CR,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,1650.0,6,2,3,10.0,1997.0,,1886081.14596,720766.807761,2024,068,7850 ASTRA CR,16500.0,1650.0,0.0
068-000113,107000.0,220500.0,327500.0,510,2509,R,298 ASTRA CT,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,2011.0,8,2,4,20.0,1996.0,,1885907.53861,720939.759351,2024,068,298 ASTRA COURT,40220.0,2011.0,0.0
068-000112,107000.0,218100.0,325100.0,510,2509,R,304 ASTRA CT,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,2029.0,8,2,4,20.0,1997.0,,1885947.88753,720866.683299,2024,068,304 ASTRA COURT,40580.0,2029.0,0.0
068-000111,107000.0,219200.0,326200.0,510,2509,R,7842 ASTRA CR,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,1998.0,7,2,4,20.0,1997.0,,1885924.12405,720760.009464,2024,068,7842 ASTRA CR,39960.0,1998.0,0.0
175-288474,2700.0,0.0,2700.0,510,4505,R,7858 ASHENDEN DR,Blacklick,JEFFERSON TWP-COLS-LICKING,1985.0,7,2,3,20.0,2011.0,,1885095.76161,731207.710025,2024,175,7858 ASHENDEN DRIVE,39700.0,1985.0,0.0
068-000118,107000.0,268100.0,375100.0,510,2509,R,7830 ASTRA CR,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,2466.0,7,2,3,20.0,1996.0,,1885639.84886,720804.772744,2024,068,7830 ASTRA CR,49320.0,2466.0,0.0
068-000116,107000.0,218600.0,325600.0,510,2509,R,7838 ASTRA CR,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,2095.0,8,2,4,20.0,1996.0,,1885776.96965,720755.422449,2024,068,7838 ASTRA CR,41900.0,2095.0,0.0
068-000115,107000.0,276500.0,383500.0,510,2509,R,301 ASTRA CT,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,2368.0,6,2,3,20.0,1997.0,,1885694.09949,720903.842428,2024,068,301 ASTRA COURT,47360.0,2368.0,0.0
068-000114,107000.0,202100.0,309100.0,510,2509,R,297 ASTRA CT,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,1632.0,7,2,3,10.0,1995.0,,1885775.07292,720949.816745,2024,068,297 ASTRA COURT,16320.0,1632.0,0.0
175-288467,3500.0,0.0,3500.0,510,4505,R,7861 WAGGONER TRACE DR,Blacklick,JEFFERSON TWP-COLS-LICKING,2015.0,6,2,3,20.0,2013.0,,1885175.5806,731304.225991,2024,175,7861 WAGGONER TRACE DRIVE,40300.0,2015.0,0.0
175-288466,4000.0,0.0,4000.0,510,4505,R,7869 WAGGONER TRACE DR,Blacklick,JEFFERSON TWP-COLS-LICKING,2282.0,8,2,3,20.0,2011.0,,1885219.4884,731308.990581,2024,175,7869 WAGGONER TRACE DRIVE,45640.0,2282.0,0.0
068-000119,107000.0,226800.0,333800.0,510,2509,R,7826 ASTRA CR,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,2025.0,8,2,4,20.0,1998.0,,1885577.47038,720840.74216,2024,068,7826 ASTRA CR,40500.0,2025.0,0.0
068-000117,107000.0,205800.0,312800.0,510,2509,R,7834 ASTRA CR,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,1816.0,7,2,4,20.0,1996.0,,1885703.42485,720777.959313,2024,068,7834 ASTRA CR,36320.0,1816.0,0.0
170-004967,200000.0,0.0,200000.0,500,2506,R,3085 SOUDER DR,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1874741.37779,735551.889329,2024,170,3085 SOUDER DRIVE,,,
170-004968,200000.0,0.0,200000.0,500,2506,R,3093 SOUDER DR,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1874799.07412,735603.795393,2024,170,3093 SOUDER DRIVE,,,
170-004969,200000.0,431000.0,631000.0,510,2506,R,3101 SOUDER DR,Columbus,JEFFERSON TOWNSHIP,2286.0,6,2,2,10.0,2022.0,,1874882.74152,735588.511631,2024,170,3101 SOUDER DRIVE,22860.0,2286.0,0.0
170-004965,200000.0,0.0,200000.0,500,2506,R,3069 SOUDER DR,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1874739.81981,735405.71057,2024,170,3069 SOUDER DRIVE,,,
171-000697,83000.0,248900.0,331900.0,510,4505,R,8131 WILLOW BROOK CSG DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1899.0,6,2,3,20.0,2003.0,,1886322.68665,731887.064802,2024,171,8131 WILLOW BROOK CSG DRIVE,37980.0,1899.0,0.0
171-000695,83000.0,226300.0,309300.0,510,4505,R,8147 WILLOW BROOK CSG DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1620.0,8,2,4,20.0,2003.0,,1886443.99259,731858.983329,2024,171,8147 WILLOW BROOK CSG DRIVE,32400.0,1620.0,0.0
171-000696,83000.0,245900.0,328900.0,510,4505,R,8139 WILLOW BROOK CSG DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1892.0,6,2,3,20.0,2003.0,,1886388.42307,731870.902597,2024,171,8139 WILLOW BROOK CSG DRIVE,37840.0,1892.0,0.0
171-000694,83000.0,248300.0,331300.0,510,4505,R,8155 WILLOW BROOK CROSSING DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1899.0,6,2,3,20.0,2003.0,,1886508.79848,731852.419612,2024,171,8155 WILLOW BROOK CROSSING DRIVE,37980.0,1899.0,0.0
170-004970,200000.0,0.0,200000.0,500,2506,R,3109 SOUDER DR,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1874942.68481,735584.105062,2024,170,3109 SOUDER DRIVE,,,
170-004971,200000.0,0.0,200000.0,500,2506,R,3117 SOUDER DR,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1875002.61784,735579.527889,2024,170,3117 SOUDER DRIVE,,,
170-004972,200000.0,0.0,200000.0,500,2506,R,3125 SOUDER DR,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1875087.51842,735582.368681,2024,170,3125 SOUDER DRIVE,,,
171-000698,83000.0,241300.0,324300.0,510,4505,R,1144 STREAMSIDE DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1480.0,7,2,3,20.0,2004.0,,1886332.64439,731784.415729,2024,171,1144 STREAMSIDE DRIVE,29600.0,1480.0,0.0
170-004976,200000.0,0.0,200000.0,500,2506,R,3157 SOUDER DR,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1875057.11125,735307.899496,2024,170,3157 SOUDER DRIVE,,,
170-004977,200000.0,0.0,200000.0,500,2506,R,3165 SOUDER DR,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1874960.80403,735322.426205,2024,170,3165 SOUDER DRIVE,,,
170-004973,200000.0,0.0,200000.0,500,2506,R,3133 SOUDER DR,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1875137.75249,735523.903821,2024,170,3133 SOUDER DRIVE,,,
170-004974,200000.0,0.0,200000.0,500,2506,R,SOUDER DR,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1875123.04698,735440.076069,2024,170,SOUDER DRIVE,,,
068-000097,107000.0,264000.0,371000.0,510,2509,R,99 KINGSMEADOW LN,Blacklick,CITY OF REYNOLDSBURG-JEFF TWP-RE,2368.0,6,2,4,20.0,1996.0,,1884961.98399,722294.303886,2024,068,99 KINGSMEADOW LANE,47360.0,2368.0,0.0
175-288479,2400.0,0.0,2400.0,510,4505,R,7888 ASHENDEN DR,Blacklick,JEFFERSON TWP-COLS-LICKING,2015.0,7,2,3,20.0,2013.0,,1885319.40003,731187.755177,2024,175,7888 ASHENDEN DRIVE,40300.0,2015.0,0.0
175-288478,2400.0,0.0,2400.0,510,4505,R,7882 ASHENDEN DR,Blacklick,JEFFERSON TWP-COLS-LICKING,2007.0,7,2,3,20.0,2013.0,,1885274.49977,731190.655844,2024,175,7882 ASHENDEN DRIVE,40140.0,2007.0,0.0
175-288476,2500.0,0.0,2500.0,510,4505,R,7870 ASHENDEN DR,Blacklick,JEFFERSON TWP-COLS-LICKING,1985.0,7,2,3,20.0,2012.0,,1885184.28055,731199.305761,2024,175,7870 ASHENDEN DRIVE,39700.0,1985.0,0.0
068-000102,56400.0,6700.0,63100.0,599,2509,R,7451 E BROAD ST,Blacklick,CITY OF REYNOLDSBURG-JEFF TWP-RE,,0,0,0,,,,1885083.75663,722745.38197,2024,068,7451 BROAD STREET,,,
068-000100,107000.0,255500.0,362500.0,510,2509,R,69 KINGSMEADOW LN,Blacklick,CITY OF REYNOLDSBURG-JEFF TWP-RE,2286.0,7,2,3,20.0,1997.0,,1885049.24309,722504.646313,2024,068,69 KINGSMEADOW LANE,45720.0,2286.0,0.0
068-000099,107000.0,250200.0,357200.0,510,2509,R,81 KINGSMEADOW LN,Blacklick,CITY OF REYNOLDSBURG-JEFF TWP-RE,2367.0,8,2,4,20.0,1995.0,,1885032.19383,722437.200172,2024,068,81 KINGSMEADOW LANE,47340.0,2367.0,0.0
068-000098,107000.0,369100.0,476100.0,510,2509,R,93 KINGSMEADOW LN,Blacklick,CITY OF REYNOLDSBURG-JEFF TWP-RE,2529.0,7,2,3,20.0,1995.0,,1885012.58224,722359.804493,2024,068,93 KINGSMEADOW LANE,50580.0,2529.0,0.0
068-000105,107000.0,230900.0,337900.0,510,2509,R,7866 ASTRA CR,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,2047.0,7,3,3,20.0,1997.0,,1886367.54344,720729.149536,2024,068,7866 ASTRA CR,40940.0,2047.0,0.0
068-000104,107000.0,205200.0,312200.0,510,2509,R,7870 ASTRA CR,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,1538.0,5,2,3,10.0,2005.0,,1886453.14325,720725.454907,2024,068,7870 ASTRA CR,15380.0,1538.0,0.0
068-000103,500.0,0.0,500.0,500,2509,R,KINGSMEADOW LN,Blacklick,CITY OF REYNOLDSBURG-JEFF TWP-RE,,0,0,0,,,,1884932.76448,722500.415268,2024,068,KINGSMEADOW LANE,,,
068-000101,107000.0,257900.0,364900.0,510,2509,R,59 KINGSMEADOW LN,Blacklick,CITY OF REYNOLDSBURG-JEFF TWP-RE,2119.0,8,2,4,20.0,1996.0,,1885068.87026,722574.35787,2024,068,59 KINGSMEADOW LANE,42380.0,2119.0,0.0
068-000110,107000.0,221400.0,328400.0,510,2509,R,7846 ASTRA CR,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,2210.0,6,2,4,20.0,1997.0,,1886008.44844,720769.468927,2024,068,7846 ASTRA CR,44200.0,2210.0,0.0
068-000108,107000.0,280700.0,387700.0,510,2509,R,7854 ASTRA CR,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,2681.0,7,2,3,20.0,1996.0,,1886154.41722,720761.059741,2024,068,7854 ASTRA CR,53620.0,2681.0,0.0
068-000107,107000.0,269900.0,376900.0,510,2509,R,7858 ASTRA CR,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,2681.0,8,2,4,20.0,1995.0,,1886227.37926,720753.746353,2024,068,7858 ASTRA CR,53620.0,2681.0,0.0
068-000106,107000.0,281900.0,388900.0,510,2509,R,7862 ASTRA CR,Reynoldsburg,CITY OF REYNOLDSBURG-JEFF TWP-RE,2412.0,8,2,4,20.0,1995.0,,1886300.50494,720744.850374,2024,068,7862 ASTRA CR,48240.0,2412.0,0.0
170-004978,200000.0,0.0,200000.0,500,2506,R,3173 SOUDER DR,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1874885.53802,735327.938826,2024,170,3173 SOUDER DRIVE,,,
170-004979,200000.0,0.0,200000.0,500,2506,R,5986 STRATTON PL,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1874869.49516,735214.245648,2024,170,5986 STRATTON PL,,,
170-004980,200000.0,0.0,200000.0,500,2506,R,5978 STRATTON PL,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1874934.2789,735209.299791,2024,170,5978 STRATTON PL,,,
170-004975,200000.0,530800.0,730800.0,510,2506,R,3149 SOUDER DR,Columbus,JEFFERSON TOWNSHIP,2140.0,7,3,3,10.0,2023.0,,1875126.1408,735355.39776,2024,170,3149 SOUDER DRIVE,21400.0,,
171-000693,78800.0,218600.0,297400.0,510,4505,R,1133 WATERVIEW CT,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1516.0,6,2,3,20.0,2004.0,,1886453.97453,731757.92464,2024,171,1133 WATERVIEW COURT,30320.0,1516.0,0.0
171-000692,91300.0,244300.0,335600.0,510,4505,R,1127 WATERVIEW CT,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1822.0,8,2,4,20.0,2003.0,,1886436.41387,731672.88626,2024,171,1127 WATERVIEW COURT,36440.0,1822.0,0.0
171-000691,91300.0,303400.0,394700.0,510,4505,R,1121 WATERVIEW CT,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2480.0,7,2,3,20.0,2003.0,,1886494.30089,731614.121614,2024,171,1121 WATERVIEW COURT,49600.0,2480.0,0.0
171-000690,91300.0,291500.0,382800.0,510,4505,R,1124 WATERVIEW CT,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2410.0,8,2,4,20.0,2004.0,,1886614.99414,731606.355472,2024,171,1124 WATERVIEW COURT,48200.0,2410.0,0.0
170-004984,200000.0,0.0,200000.0,500,2506,R,5946 STRATTON PL,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1875194.05528,735147.378573,2024,170,5946 STRATTON PL,,,
170-004985,200000.0,0.0,200000.0,500,2506,R,5942 STRATTON PL,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1875178.56114,735066.211987,2024,170,5942 STRATTON PL,,,
170-004981,200000.0,0.0,200000.0,500,2506,R,5970 STRATTON PL,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1874994.11392,735204.861644,2024,170,5970 STRATTON PL,,,
170-004982,200000.0,0.0,200000.0,500,2506,R,5962 STRATTON PL,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1875053.86856,735200.428828,2024,170,5962 STRATTON PL,,,
170-004986,200000.0,0.0,200000.0,500,2506,R,5938 STRATTON PL,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1875174.41047,735006.5406,2024,170,5938 STRATTON PL,,,
170-004987,200000.0,438000.0,638000.0,510,2506,R,5930 STRATTON PL,Columbus,JEFFERSON TOWNSHIP,3112.0,5,3,2,15.0,2023.0,,1875170.07116,734946.965178,2024,170,5930 STRATTON PL,46680.0,,
170-004988,200000.0,0.0,200000.0,500,2506,R,5922 STRATTON PL,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1875165.72734,734887.387295,2024,170,5922 STRATTON PL,,,
170-004983,200000.0,432600.0,632600.0,510,2506,R,5954 STRATTON PL,Columbus,JEFFERSON TOWNSHIP,2270.0,7,3,3,10.0,2022.0,,1875140.77332,735202.544966,2024,170,5954 STRATTON PL,22700.0,2270.0,0.0
175-288482,12200.0,0.0,12200.0,500,4505,R,WAGGONER TRAIL DR,Blacklick,JEFFERSON TWP-COLS-LICKING,,0,0,0,,,,1884647.84953,731086.884726,2024,175,WAGGONER TRAIL DRIVE,,,
175-288481,500.0,0.0,500.0,500,4505,R,WAGGONER TRACE DR,Blacklick,JEFFERSON TWP-COLS-LICKING,,0,0,0,,,,1884794.73859,731233.866469,2024,175,WAGGONER TRACE DRIVE,,,
175-288480,2800.0,0.0,2800.0,510,4505,R,7894 ASHENDEN DR,Blacklick,JEFFERSON TWP-COLS-LICKING,2094.0,6,2,3,20.0,2013.0,,1885368.79584,731183.51552,2024,175,7894 ASHENDEN DRIVE,41880.0,2094.0,0.0
068-000090,107000.0,227000.0,334000.0,510,2509,R,189 KINGSMEADOW LN,Blacklick,CITY OF REYNOLDSBURG-JEFF TWP-RE,2076.0,8,2,4,20.0,1995.0,,1884620.68259,721491.462644,2024,068,189 KINGSMEADOW LANE,41520.0,2076.0,0.0
068-000089,107000.0,257800.0,364800.0,510,2509,R,199 KINGSMEADOW LN,Blacklick,CITY OF REYNOLDSBURG-JEFF TWP-RE,2570.0,7,2,3,20.0,1995.0,,1884585.28568,721404.747348,2024,068,199 KINGSMEADOW LANE,51400.0,2570.0,0.0
068-000088,107000.0,270500.0,377500.0,510,2509,R,194 CADY CT,Blacklick,CITY OF REYNOLDSBURG-JEFF TWP-RE,2420.0,8,2,4,20.0,1994.0,,1884475.44666,721372.249053,2024,068,194 CADY COURT,48400.0,2420.0,0.0
175-288483,800.0,0.0,800.0,500,4505,R,WAGGONER TRACE DR,Blacklick,JEFFERSON TWP-COLS-LICKING,,0,0,0,,,,1885346.25447,731283.165501,2024,175,WAGGONER TRACE DRIVE,,,
068-000093,107000.0,272600.0,379600.0,510,2509,R,165 KINGSMEADOW LN,Blacklick,CITY OF REYNOLDSBURG-JEFF TWP-RE,2286.0,6,2,3,20.0,1995.0,,1884696.21312,721729.093812,2024,068,165 KINGSMEADOW LANE,45720.0,2286.0,0.0
068-000094,107000.0,294300.0,401300.0,510,2509,R,161 KINGSMEADOW LN,Blacklick,CITY OF REYNOLDSBURG-JEFF TWP-RE,2744.0,8,3,4,20.0,1994.0,,1884758.16263,721780.841166,2024,068,161 KINGSMEADOW LANE,54880.0,2744.0,0.0
068-000092,107000.0,241900.0,348900.0,510,2509,R,181 KINGSMEADOW LN,Blacklick,CITY OF REYNOLDSBURG-JEFF TWP-RE,2065.0,7,2,3,10.0,1994.0,,1884656.18203,721654.861267,2024,068,181 KINGSMEADOW LANE,20650.0,2065.0,0.0
068-000091,107000.0,278300.0,385300.0,510,2509,R,185 KINGSMEADOW LN,Blacklick,CITY OF REYNOLDSBURG-JEFF TWP-RE,2533.0,8,2,4,20.0,1994.0,,1884629.10408,721571.346834,2024,068,185 KINGSMEADOW LANE,50660.0,2533.0,0.0
175-288477,2400.0,0.0,2400.0,510,4505,R,7876 ASHENDEN DR,Blacklick,JEFFERSON TWP-COLS-LICKING,2282.0,9,2,3,20.0,2012.0,,1885229.58024,731193.588909,2024,175,7876 ASHENDEN DRIVE,45640.0,2282.0,0.0
175-288475,2800.0,0.0,2800.0,510,4505,R,7864 ASHENDEN DR,Blacklick,JEFFERSON TWP-COLS-LICKING,2200.0,7,2,3,20.0,2011.0,,1885140.12545,731206.640064,2024,175,7864 ASHENDEN DRIVE,44000.0,2200.0,0.0
068-000096,107000.0,285000.0,392000.0,510,2509,R,107 KINGSMEADOW LN,Blacklick,CITY OF REYNOLDSBURG-JEFF TWP-RE,2122.0,6,2,3,20.0,1998.0,,1884957.83128,722220.047555,2024,068,107 KINGSMEADOW LANE,42440.0,2122.0,0.0
068-000095,117700.0,256800.0,374500.0,510,2509,R,121 KINGSMEADOW LN,Blacklick,CITY OF REYNOLDSBURG-JEFF TWP-RE,2109.0,8,2,4,20.0,1994.0,,1884908.66389,722075.755274,2024,068,121 KINGSMEADOW LANE,42180.0,2109.0,0.0
171-000685,83000.0,259900.0,342900.0,510,4505,R,8193 WILLOW BROOK CSG DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1841.0,7,2,4,20.0,2008.0,,1886772.23628,731805.293722,2024,171,8193 WILLOW BROOK CSG DRIVE,36820.0,1841.0,0.0
170-004989,200000.0,429100.0,629100.0,510,2506,R,5967 STRATTON PL,Columbus,JEFFERSON TOWNSHIP,2971.0,5,3,2,15.0,2023.0,,1875037.43445,735036.675875,2024,170,5967 STRATTON PL,44565.0,,
170-004990,200000.0,421300.0,621300.0,510,2506,R,5975 STRATTON PL,Columbus,JEFFERSON TOWNSHIP,2737.0,6,3,2,15.0,2023.0,,1874976.53111,735041.189891,2024,170,5975 STRATTON PL,41055.0,,
170-004993,200000.0,0.0,200000.0,500,2506,R,5901 STRATTON PL,Columbus,JEFFERSON TOWNSHIP,,0,0,0,,,,1874846.87299,734935.854636,2024,170,5901 STRATTON PL,,,
171-000689,91300.0,294500.0,385800.0,510,4505,R,1128 WATERVIEW CT,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2144.0,7,2,4,20.0,2003.0,,1886683.79731,731655.074206,2024,171,1128 WATERVIEW COURT,42880.0,2144.0,0.0
171-000687,83000.0,252800.0,335800.0,510,4505,R,8171 WILLOW BROOK CSG DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2055.0,7,2,3,20.0,2004.0,,1886635.42881,731843.918563,2024,171,8171 WILLOW BROOK CSG DRIVE,41100.0,2055.0,0.0
171-000688,83000.0,256800.0,339800.0,510,4505,R,1134 WATERVIEW CT,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2014.0,8,2,4,20.0,2003.0,,1886673.78626,731742.638828,2024,171,1134 WATERVIEW COURT,40280.0,2014.0,0.0
171-000686,83000.0,265100.0,348100.0,510,4505,R,8183 WILLOW BROOK CSG DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1908.0,6,2,3,20.0,2003.0,,1886711.93005,731843.493285,2024,171,8183 WILLOW BROOK CSG DRIVE,38160.0,1908.0,0.0
